23,0,0,300,300,127
25,2,0,300,300,127
25,1,0,300,300,127
29,0,0,300,300,127
26,0,0,300,300,127
23,0,0,300,300,127
25,0,0,300,300,127
21,0,0,300,300,127
16,0,0,300,300,127
16,0,0,300,300,0
8,0,0,300,300,0
0,0,0,300,300,0
0,0,0,0,0,0
0,0,0,300,300,0
0,0,2,300,300,0
0,0,0,300,300,0
0,0,4,300,300,0
0,0,0,300,300,0
0,0,2,300,300,0
0,0,3,300,300,0
0,0,0,300,300,0
0,0,1,300,300,0
0,0,2,300,300,0
0,0,0,300,300,0
0,0,1,300,300,0
0,0,3,300,300,0
0,0,2,300,300,0
0,0,1,300,300,0
0,0,6,300,300,0
3,1,7,300,300,0
3,1,7,300,300,127
4,10,15,300,300,127
4,11,18,300,300,127
12,27,23,300,300,127
25,47,29,300,300,127
25,47,29,0,0,127
25,47,29,0,0,0
58,76,37,0,0,0
107,113,51,0,0,0
107,113,51,-300,-300,0
187,188,80,-300,-300,0
187,188,80,-300,-300,-127
306,291,107,-300,-300,-127
319,304,106,-300,-300,-127
262,247,93,-300,-300,-127
219,188,78,-300,-300,-127
162,132,54,-300,-300,-127
120,92,41,-300,-300,-127
87,58,24,-300,-300,-127
63,41,15,-300,-300,-127
48,27,7,-300,-300,-127
48,27,7,-300,-300,0
33,13,2,-300,-300,0
33,13,2,0,0,0
21,4,0,0,0,0
15,1,0,0,0,0
15,1,0,0,0,127
15,1,0,300,300,127
12,0,0,300,300,127
8,0,0,300,300,127
10,0,0,300,300,127
8,0,0,300,300,127
10,0,0,300,300,127
11,0,0,300,300,127
12,0,0,300,300,127
13,0,0,300,300,127
12,0,0,300,300,127
13,0,0,300,300,127
13,0,0,300,300,0
10,0,0,300,300,0
8,0,0,300,300,0
13,0,0,300,300,0
18,0,0,300,300,0
18,0,0,300,300,127
26,0,0,300,300,127
29,0,0,300,300,127
27,0,0,300,300,127
22,0,0,300,300,127
15,0,0,300,300,127
0,0,0,300,300,127
0,0,0,300,300,0
0,0,0,300,300,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,300,300,0
0,0,0,300,300,0
1,0,0,300,300,0
2,0,0,300,300,0
0,0,0,300,300,0
1,0,0,300,300,0
0,0,0,300,300,0
0,0,0,300,300,127
1,0,0,300,300,127
5,0,0,300,300,127
6,0,0,300,300,127
6,0,1,300,300,127
6,0,1,300,300,0
1,0,4,300,300,0
0,0,3,300,300,0
0,0,4,300,300,0
0,0,4,0,0,0
2,0,6,0,0,0
5,2,10,0,0,0
9,5,14,0,0,0
13,8,20,0,0,0
16,12,22,0,0,0
16,12,22,300,300,0
17,12,25,300,300,0
19,14,25,300,300,0
18,14,23,300,300,0
19,13,28,300,300,0
19,13,28,0,0,0
21,18,33,0,0,0
21,21,33,0,0,0
22,22,35,0,0,0
22,22,35,300,300,0
27,24,33,300,300,0
23,20,34,300,300,0
21,21,33,300,300,0
25,26,37,300,300,0
26,24,42,300,300,0
26,24,42,0,0,0
33,36,47,0,0,0
40,49,59,0,0,0
44,61,68,0,0,0
44,61,68,-300,-300,0
49,72,72,-300,-300,0
51,80,78,-300,-300,0
50,75,76,-300,-300,0
46,62,70,-300,-300,0
39,53,61,-300,-300,0
34,40,52,-300,-300,0
27,28,41,-300,-300,0
25,24,38,-300,-300,0
17,15,26,-300,-300,0
17,15,26,-300,-300,-127
13,8,18,-300,-300,-127
9,5,15,-300,-300,-127
5,0,7,-300,-300,-127
4,1,7,-300,-300,-127
1,1,5,-300,-300,-127
1,1,5,-300,-300,0
0,0,1,-300,-300,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,300,300,0
0,0,0,300,300,0
0,0,0,300,300,127
6,3,1,300,300,127
13,9,3,300,300,127
19,6,1,300,300,127
24,8,0,300,300,127
33,12,0,300,300,127
43,13,0,300,300,127
43,13,0,300,300,0
51,17,0,300,300,0
63,21,0,300,300,0
73,21,0,300,300,0
73,21,0,0,0,0
106,37,1,0,0,0
106,37,1,-300,-300,0
169,70,8,-300,-300,0
311,110,10,-300,-300,0
540,165,14,-300,-300,0
565,172,13,-300,-300,0
509,158,13,-300,-300,0
509,158,13,-300,-300,-127
401,134,13,-300,-300,-127
304,108,10,-300,-300,-127
205,68,5,-300,-300,-127
132,40,0,-300,-300,-127
90,25,0,-300,-300,-127
55,8,0,-300,-300,-127
37,1,0,-300,-300,-127
37,1,0,-300,-300,0
37,1,0,0,0,0
24,0,0,0,0,0
14,0,0,0,0,0
14,0,0,300,300,0
12,0,0,300,300,0
11,0,0,300,300,0
9,0,0,300,300,0
12,0,0,300,300,0
10,0,0,300,300,0
12,0,0,300,300,0
14,0,0,300,300,0
14,0,0,300,300,127
17,0,0,300,300,127
18,0,0,300,300,127
12,0,0,300,300,127
12,0,0,300,300,0
7,0,0,300,300,0
4,0,0,300,300,0
1,0,0,300,300,0
0,0,0,300,300,0
0,0,0,300,300,127
0,0,0,300,300,0
0,0,0,0,0,0
0,0,23,300,300,0
0,0,21,300,300,0
0,0,20,300,300,0
0,0,24,300,300,0
0,0,29,300,300,0
0,0,29,300,300,-127
0,0,28,300,300,-127
0,0,28,300,300,0
0,0,27,300,300,0
0,0,28,300,300,0
0,0,31,300,300,0
0,0,34,300,300,0
0,0,42,300,300,0
0,0,42,300,300,-127
0,3,53,300,300,-127
0,5,72,300,300,-127
0,9,94,300,300,-127
0,9,94,300,300,0
0,0,4,300,300,0
0,0,3,300,300,0
0,0,9,300,300,0
0,0,10,300,300,0
0,0,10,0,0,0
0,0,9,0,0,0
0,0,10,0,0,0
1,0,12,0,0,0
2,2,15,0,0,0
5,9,24,0,0,0
7,9,24,0,0,0
7,9,24,300,300,0
7,12,30,300,300,0
9,17,36,300,300,0
8,14,35,300,300,0
9,15,31,300,300,0
12,20,36,300,300,0
9,17,42,300,300,0
11,23,47,300,300,0
11,23,47,0,0,0
14,30,57,0,0,0
19,39,68,0,0,0
25,56,87,0,0,0
25,56,87,-300,-300,0
30,83,119,-300,-300,0
44,108,152,-300,-300,0
53,136,194,-300,-300,0
53,136,205,-300,-300,0
52,131,189,-300,-300,-127
45,112,157,-300,-300,-127
35,88,125,-300,-300,-127
28,65,98,-300,-300,-127
21,50,82,-300,-300,-127
14,38,61,-300,-300,-127
10,28,42,-300,-300,-127
8,20,27,-300,-300,-127
8,20,27,-300,-300,0
8,20,27,0,0,0
6,18,21,0,0,0
2,8,12,0,0,0
0,2,4,0,0,0
0,5,3,0,0,0
0,5,3,300,300,0
0,0,0,300,300,0
0,0,2,300,300,0
0,0,0,300,300,0
0,0,1,300,300,0
0,0,0,300,300,0
0,0,2,300,300,0
0,0,2,300,300,127
0,0,1,300,300,127
1,3,6,300,300,127
4,7,7,300,300,127
7,8,6,300,300,127
16,18,9,300,300,127
26,21,16,300,300,127
43,33,14,300,300,127
43,33,14,0,0,127
61,44,15,0,0,127
61,44,15,0,0,0
84,60,23,0,0,0
84,60,23,-300,-300,0
134,88,23,-300,-300,0
170,101,25,-300,-300,0
260,135,28,-300,-300,0
404,187,31,-300,-300,0
404,187,31,-300,-300,-127
427,198,34,-300,-300,-127
374,181,33,-300,-300,-127
324,161,27,-300,-300,-127
240,121,22,-300,-300,-127
175,85,17,-300,-300,-127
120,49,6,-300,-300,-127
120,49,6,-300,-300,0
120,49,6,0,0,0
84,30,1,0,0,0
56,16,0,0,0,0
38,5,0,0,0,0
29,0,0,0,0,0
24,0,0,0,0,0
24,0,0,300,300,0
22,0,0,300,300,0
19,0,0,300,300,0
24,0,0,300,300,0
24,0,0,300,300,127
22,0,0,300,300,127
23,2,0,300,300,127
29,0,0,300,300,127
32,2,0,300,300,127
33,1,0,300,300,127
34,0,0,300,300,127
31,0,0,300,300,127
29,0,0,300,300,127
27,0,0,300,300,127
20,0,0,300,300,127
16,0,0,300,300,127
10,0,0,300,300,127
10,0,0,300,300,0
0,0,0,300,300,0
0,0,0,0,0,0
